VOLTAJE,CORRIENTE,POTENCIA ACTIVA,FACTOR DE POTENCIA,POTENCIA APARENTE
115.418312,16.713652,1902.5354,0.986249,1929.061523
115.230217,16.841904,1915.154175,0.986839,1940.696167
115.058754,16.908672,1920.273438,0.987038,1945.490723
115.065956,16.823643,1909.581055,0.986441,1935.828491
115.106117,16.720358,1898.603394,0.986485,1924.615479
115.210213,16.908022,1921.228882,0.986269,1947.976807
115.680038,10.900835,1179.744629,0.935556,1261.009033
115.695366,11.07967,1199.215454,0.935523,1281.866455
115.577774,11.030366,1192.769043,0.935604,1274.865112
115.746269,11.018934,1193.679443,0.935925,1275.400513
115.650391,11.108758,1203.992432,0.937154,1284.732178
115.626114,10.973496,1188.114746,0.936391,1268.822754
115.551773,10.916255,1179.723022,0.935254,1261.392578
115.614777,10.949832,1184.765869,0.935862,1265.962402
115.46595,10.9953,1186.807983,0.934802,1269.582764
115.48996,10.976489,1185.490601,0.93517,1267.674316
115.608727,10.962692,1185.942261,0.935741,1267.382935
115.596321,11.079198,1197.177979,0.934774,1280.714478
115.640129,11.294909,1222.489502,0.935953,1306.144775
115.397598,11.211601,1210.359131,0.935513,1293.79187
115.495529,11.447154,1236.613037,0.935344,1322.095093
115.468147,11.096004,1197.66626,0.934775,1281.234985
115.51281,11.30529,1221.989136,0.935741,1305.905884
115.582603,11.288751,1221.021484,0.935804,1304.783203
115.712616,11.124801,1205.139038,0.93619,1287.279785
115.489464,11.163195,1205.140625,0.934775,1289.231323
115.216003,11.155091,1201.993042,0.935225,1285.244995
115.424545,11.267838,1216.369995,0.935248,1300.585083
115.32061,11.023904,1188.116943,0.934581,1271.283325
115.517754,10.999401,1188.15625,0.935095,1270.626099
115.773071,11.068811,1197.572388,0.93453,1281.470337
115.430923,11.002573,1186.715942,0.934395,1270.037109
115.275505,11.124776,1199.953857,0.935699,1282.414185
115.601631,11.074423,1197.467773,0.93536,1280.221313
115.386833,10.995505,1186.286865,0.935014,1268.736572
115.42926,10.943654,1181.515503,0.935322,1263.217896
115.360771,10.973318,1183.494995,0.934911,1265.890381
114.924103,27.029844,1400.889526,0.450972,3106.380615
115.045319,16.690643,1900.540894,0.989772,1920.18042
114.983452,16.663048,1891.873047,0.987421,1915.974731
114.953087,16.294483,1848.482178,0.986857,1873.101196
115.008392,16.293945,1848.943481,0.986661,1873.94043
115.040985,16.272661,1847.440063,0.986868,1872.022949
114.912895,16.232941,1840.345581,0.986582,1865.374268
115.049934,16.322922,1852.743408,0.986577,1877.95105
114.836815,16.394844,1857.656128,0.986681,1882.731689
115.105682,16.035358,1824.619263,0.988546,1845.760864
115.035812,15.843926,1801.968384,0.98867,1822.618896
115.017899,16.066704,1826.936768,0.988624,1847.958496
115.052246,16.078487,1829.074219,0.98876,1849.866089
114.933067,16.122763,1831.538574,0.988397,1853.038574
115.195694,16.146427,1839.179077,0.988807,1859.998901
115.561722,16.225941,1853.913208,0.988702,1875.097656
115.231918,16.074776,1831.09082,0.988535,1852.327271
115.496964,15.990975,1826.462891,0.98893,1846.909058
115.220886,15.961209,1818.180664,0.988644,1839.064697
114.939331,15.773863,1792.02417,0.98841,1813.037231
115.116447,15.874975,1806.550903,0.988553,1827.470703
114.992989,15.973413,1815.32666,0.988293,1836.830444
115.027695,16.032774,1822.449829,0.988199,1844.213013
115.098907,16.213251,1845.517334,0.988956,1866.127441
115.192444,16.246946,1850.582642,0.98881,1871.525513
114.94873,15.985572,1816.828613,0.988739,1837.52124
115.633934,10.845091,1131.368286,0.902164,1254.060547
115.507271,10.845721,1130.26123,0.902217,1252.759644
115.705017,10.836551,1132.359985,0.903111,1253.843262
115.572433,10.769476,1121.76123,0.901263,1244.654541
115.614754,11.067019,1157.976318,0.905015,1279.51062
116.008934,10.824586,1134.45813,0.903412,1255.748657
115.728104,10.849519,1133.218628,0.902536,1255.594238
115.278992,10.899945,1133.469238,0.90206,1256.534668
115.686539,10.842568,1132.829224,0.903128,1254.339233
115.512291,10.761531,1122.279785,0.902815,1243.089111
115.69297,10.865305,1133.758667,0.901928,1257.039429
115.877411,11.090849,1161.828857,0.904021,1285.178833
115.532944,10.833262,1129.42749,0.902388,1251.598755
115.769875,10.734325,1121.057739,0.902106,1242.711548
115.422394,10.752787,1118.636353,0.901317,1241.112427
115.90847,11.008984,1152.698486,0.903344,1276.034424
115.741135,11.042935,1155.411377,0.903992,1278.121826
115.819977,11.068369,1159.140747,0.904209,1281.938232
115.662956,10.980071,1148.054565,0.903989,1269.987427
115.794456,11.000186,1152.112671,0.904497,1273.760498
115.607231,10.889784,1136.338501,0.902617,1258.937744
115.789925,10.815536,1129.265625,0.901732,1252.3302
115.753311,10.838545,1132.260864,0.902489,1254.597412
115.978752,11.075646,1161.978638,0.904588,1284.539673
115.770172,11.140912,1164.721069,0.903035,1289.785278
115.588013,11.053221,1154.831299,0.903893,1277.619873
115.607788,10.966496,1145.368408,0.903421,1267.812256
115.513504,10.978926,1146.099487,0.903711,1268.214233
115.720528,10.84961,1133.882935,0.903116,1255.522583
115.87455,10.861296,1136.199585,0.902786,1258.547729
115.717003,10.914093,1140.371582,0.902946,1262.946167
115.050156,21.622234,1877.366577,0.754677,2487.641357
115.207886,16.193493,1848.12915,0.990626,1865.618042
115.160934,16.04677,1826.258301,0.988256,1847.96106
115.236839,15.993855,1821.599854,0.988345,1843.081299
115.295952,16.093367,1833.314209,0.988043,1855.5
115.262253,15.862761,1806.508789,0.988039,1828.377563
115.388557,16.04204,1830.845703,0.989075,1851.067871
115.241783,16.16217,1841.80835,0.98886,1862.557373
115.070091,16.246946,1848.753052,0.988883,1869.537598
115.184273,16.095596,1833.022339,0.988707,1853.959595
115.2164,16.192463,1843.711182,0.988247,1865.637329
115.282265,16.174574,1843.540161,0.988683,1864.641479
115.125412,16.08334,1830.311401,0.988502,1851.601074
115.38652,16.279781,1857.209351,0.988683,1878.467285
114.749756,19.758232,2247.411377,0.991249,2267.252197
114.779839,19.819717,2254.568848,0.991061,2274.904053
115.067276,19.757664,2253.814453,0.991359,2273.460449
114.702606,19.749174,2245.132813,0.991105,2265.281738
114.606651,19.697931,2238.045898,0.991376,2257.513916
114.652054,19.871265,2258.898193,0.991492,2278.281494
114.351448,19.808277,2244.904297,0.991082,2265.105225
114.84845,17.185068,1945.858398,0.985904,1973.678467
114.868454,17.183514,1940.09729,0.982903,1973.843628
114.924126,17.093775,1933.847656,0.984403,1964.487183
114.647247,17.03627,1922.439453,0.984271,1953.161499
114.804436,16.974859,1918.324585,0.984367,1948.789185
115.357925,11.215247,1228.479492,0.949536,1293.7677
115.400757,11.297742,1238.601929,0.950017,1303.767944
115.433945,11.06661,1213.561523,0.949978,1277.462524
115.510376,11.071514,1214.606567,0.949746,1278.874756
115.583435,11.199401,1229.296875,0.949656,1294.46521
115.371048,11.115688,1217.610107,0.949456,1282.428589
115.4095,11.132609,1220.181274,0.949699,1284.808838
115.40712,11.098091,1217.08667,0.950256,1280.798706
115.401649,11.11894,1219.767822,0.950609,1283.144043
115.362526,11.139683,1219.392456,0.948868,1285.101929
115.26725,11.186077,1224.482178,0.949661,1289.388306
115.278503,11.193913,1225.599365,0.94977,1290.41748
115.415314,11.126481,1219.725098,0.949819,1284.16626
115.38765,11.149718,1221.705322,0.949606,1286.539795
115.199875,11.216188,1226.387573,0.94914,1292.103516
115.323227,11.200712,1227.11499,0.949998,1291.702271
115.609337,11.165709,1226.751709,0.950337,1290.860107
115.352936,11.133985,1219.857178,0.949795,1284.337769
115.416695,11.153048,1223.485229,0.950466,1287.247925
115.362122,11.071737,1213.063721,0.94974,1277.259155
115.595917,11.11164,1219.859741,0.949706,1284.460205
115.253746,11.153233,1220.054443,0.949125,1285.451782
115.60939,11.084788,1217.304932,0.949902,1281.505615
115.282234,11.025921,1206.834229,0.949446,1271.092773
115.282303,11.202066,1226.444092,0.949701,1291.400024
115.343193,11.257755,1232.946899,0.949512,1298.505493
115.439316,11.27268,1236.631836,0.950297,1301.310547
115.418221,11.226857,1231.079712,0.950066,1295.783936
115.115005,11.157135,1219.597168,0.94958,1284.353638
115.491196,11.069916,1214.732178,0.950139,1278.477783
115.298248,16.982204,1260.219849,0.64362,1958.018433
115.02623,16.982752,1927.79895,0.986863,1953.461914
115.018608,17.09,1934.136475,0.983959,1965.668091
115.024025,16.890236,1910.55896,0.983413,1942.782959
114.976334,16.829779,1903.440674,0.983677,1935.026245
115.0196,16.892723,1911.185791,0.983629,1942.994263
114.926956,17.615702,1982.408447,0.9792,2024.518921
114.846497,17.639107,1984.548462,0.979642,2025.789673
115.036942,17.686131,1993.321533,0.979732,2034.55835
114.88015,17.684584,1989.954834,0.979498,2031.607666
114.598427,17.712332,1988.603027,0.979701,2029.805298
114.846504,17.672119,1987.741089,0.979385,2029.581055
114.638206,17.996756,2023.16687,0.980637,2063.115723
115.045647,17.995096,2029.30127,0.980217,2070.257568
114.695168,17.841755,2005.732178,0.980145,2046.363037
114.780937,17.694576,1990.479126,0.980049,2031
114.64962,17.603628,1977.097656,0.97961,2018.249268
114.654015,17.60582,1978.175537,0.979985,2018.577881
114.582832,17.75049,1993.425659,0.980099,2033.901489
114.645859,17.825047,2003.769043,0.980525,2043.567749
114.585243,17.651505,1981.261475,0.979561,2022.601929
114.762001,17.586342,1976.538086,0.979336,2018.243774
114.683197,17.577833,1974.88208,0.979662,2015.88208
114.716568,17.630224,1980.402344,0.979196,2022.47876
114.72403,16.610184,1881.539185,0.98738,1905.587158
114.988846,16.690937,1894.537964,0.987113,1919.271606
115.449844,11.01089,1185.449097,0.932539,1271.205566
115.377754,10.94848,1176.654541,0.931479,1263.210938
115.588333,11.036432,1187.987549,0.931256,1275.682861
115.296516,11.204689,1203.366455,0.931498,1291.861572
115.793571,11.166618,1206.381958,0.932994,1293.022583
115.403313,11.287178,1215.089722,0.932835,1302.577759
115.613693,11.167349,1203.580078,0.932214,1291.098389
115.54847,11.219179,1209.087891,0.93268,1296.359009
115.259506,11.103242,1192.513672,0.93183,1279.75415
115.445419,11.108607,1194.745483,0.931621,1282.437866
115.481972,11.177698,1203.217529,0.932132,1290.822632
115.306633,11.239849,1208.72644,0.932638,1296.029175
115.254944,11.355314,1220.27002,0.932389,1308.756104
115.406418,11.589989,1247.58374,0.932732,1337.559082
115.478195,11.607731,1248.51709,0.931423,1340.439819
115.444847,11.479394,1234.419678,0.931471,1325.236938
115.19558,11.513989,1234.904297,0.931047,1326.360718
115.580719,11.724417,1262.84668,0.93191,1355.116455
115.402596,11.605273,1247.78186,0.931682,1339.278687
115.515533,11.488847,1235.847412,0.931211,1327.140259
115.531578,11.398979,1226.291748,0.931166,1316.942017
115.423492,11.399521,1225.979858,0.931757,1315.772461
115.781136,11.382736,1227.750732,0.931592,1317.906128
115.615646,11.460998,1233.514282,0.930905,1325.070679
115.251884,11.43295,1226.139771,0.930537,1317.669067
115.652672,11.361897,1223.65332,0.931219,1314.033691
115.029053,11.279086,1207.207275,0.930466,1297.422607
115.53669,11.337189,1219.979126,0.93138,1309.861206
115.584679,11.535908,1240.839478,0.930601,1333.374146
115.563065,11.62945,1251.726196,0.931389,1343.934814
115.464211,11.59201,1246.77478,0.931498,1338.46228
115.522881,11.574091,1244.25,0.930578,1337.072388
115.166092,17.485306,1994.510864,0.990464,2013.714355
114.961792,17.601398,1997.110352,0.986964,2023.488281
115.043816,17.371244,1972.046875,0.986786,1998.454224
115.057152,17.05213,1935.208252,0.98636,1961.969482
114.949112,16.984142,1925.968628,0.986507,1952.312134
115.078537,17.013128,1931.044067,0.986311,1957.845947
115.130142,16.835835,1910.868408,0.985842,1938.312012
115.111191,16.90205,1917.917725,0.985764,1945.615112
115.366684,16.947645,1928.67749,0.986438,1955.193604
115.217857,16.66048,1895.905029,0.987664,1919.584839
115.43544,16.633411,1896.207886,0.987564,1920.085205
115.158386,16.67001,1896.17395,0.987749,1919.691406
115.145096,16.548828,1881.974731,0.987646,1905.516357
115.091438,16.621838,1889.479004,0.987689,1913.03125
115.31955,16.534571,1883.323853,0.987709,1906.759277
115.013062,16.624674,1888.723999,0.987798,1912.054688
114.980431,16.722496,1899.168457,0.987731,1922.759766
115.149124,16.716553,1900.118286,0.987128,1924.896362
115.238693,16.754675,1906.811279,0.987583,1930.786865
115.118431,16.57411,1884.702271,0.987797,1907.985596
115.109543,16.555704,1881.686401,0.987389,1905.719482
115.168167,16.563313,1884.193115,0.987747,1907.566406
114.779785,16.543497,1874.813354,0.987337,1898.859009
115.082703,16.692911,1897.717529,0.987846,1921.065308
115.386536,16.697788,1902.557251,0.987469,1926.699951
115.472008,11.307385,1179.1073,0.903055,1305.686523
115.367584,11.305993,1178.431641,0.903466,1304.345093
115.66169,11.407611,1192.867188,0.904082,1319.423584
115.330818,11.269153,1174.269653,0.903506,1299.680542
115.643768,11.53196,1206.977905,0.905053,1333.599243
115.529854,11.288309,1177.470703,0.902874,1304.136719
115.567848,11.334254,1182.839966,0.903017,1309.875366
115.721458,11.371819,1189.328125,0.90377,1315.963501
115.473869,11.316877,1181.786133,0.904333,1306.803589
115.748222,11.329778,1185.466797,0.903969,1311.401611
115.64093,11.189046,1169.055298,0.903505,1293.911621
115.776749,11.325258,1184.812012,0.903608,1311.201538
115.581024,11.206046,1169.876953,0.903236,1295.206299
115.153763,11.323665,1177.498779,0.903016,1303.962646
115.60083,11.278249,1177.406128,0.903075,1303.774902
115.588501,11.229801,1172.988281,0.903664,1298.035889
115.657845,11.151329,1163.365356,0.902016,1289.738647
115.709229,11.090997,1157.146484,0.901674,1283.330688
115.770119,11.195034,1171.208008,0.903675,1296.050415
115.781746,11.365901,1190.15332,0.904397,1315.963867
115.737114,11.292962,1181.052246,0.903626,1307.014893
115.651421,11.35929,1188.474854,0.904665,1313.718018
115.693344,11.333353,1185.509766,0.904146,1311.193481
115.901794,11.262925,1180.001831,0.903944,1305.393188
115.622978,11.287361,1178.250488,0.90282,1305.078369
115.726044,11.192631,1170.700562,0.903821,1295.278931
115.649757,11.306496,1182.177734,0.904087,1307.593506
115.524582,11.269784,1175.641968,0.902994,1301.937134
115.657127,11.445251,1196.489624,0.903881,1323.724854
115.115532,27.800655,1292.322876,0.403815,3200.287109
115.215363,16.711874,1907.491333,0.990665,1925.4646
115.277016,16.804861,1914.785889,0.988422,1937.214233
115.138214,16.57592,1885.151978,0.987755,1908.521851
115.243027,16.482002,1875.9375,0.987629,1899.435791
115.03511,16.359777,1858.3125,0.98744,1881.948853
114.872337,16.358849,1855.585938,0.987445,1879.179199
115.090378,16.350109,1857.640869,0.987193,1881.740234
115.298134,16.469805,1874.829102,0.987304,1898.937744
115.077881,16.379801,1861.347168,0.987477,1884.952759
114.647148,16.287477,1843.668701,0.987338,1867.312866
115.127991,16.45182,1870.282104,0.987443,1894.065063
115.375092,16.746788,1908.318359,0.98766,1932.162231
114.945831,16.798994,1908.05957,0.988133,1930.974365
114.695404,16.634502,1884.124268,0.987538,1907.901001
114.913254,16.60635,1884.861938,0.987723,1908.289673
115.055717,16.651134,1892.05957,0.987604,1915.808228
115.071693,16.70784,1898.440063,0.987434,1922.599487
115.356125,16.57184,1887.935181,0.987588,1911.66333
115.200951,16.498688,1877.107544,0.987606,1900.664551
114.937195,16.713636,1896.86145,0.987425,1921.018433
115.182251,16.796185,1910.967041,0.987773,1934.622314
115.459679,16.748451,1910.332153,0.987879,1933.770752
115.269676,16.438686,1870.800903,0.987291,1894.88208
115.05349,16.47044,1870.733032,0.987204,1894.981567
115.235107,16.687975,1899.755737,0.987892,1923.040527
115.12088,16.507998,1876.276001,0.987298,1900.415161
115.274284,16.688448,1899.848999,0.987576,1923.748901
115.860619,11.504534,1203.463623,0.902876,1332.922363
115.790024,11.63653,1218.360718,0.904235,1347.394043
115.453369,11.269931,1174.638184,0.902768,1301.151489
115.806023,11.402759,1192.913818,0.903375,1320.508179
115.584106,11.308032,1178.137451,0.901386,1307.028809
115.881676,11.307812,1181.892822,0.901955,1310.368164
115.788857,11.341935,1184.600586,0.902024,1313.269653
115.892021,11.33899,1186.472656,0.90288,1314.098511
116.163605,11.420986,1198.535278,0.903394,1326.702881
115.936699,11.461904,1200.079224,0.903093,1328.855225
115.897278,11.343276,1186.214844,0.902301,1314.654785
115.999718,11.343083,1188.90332,0.903563,1315.794434
116.055946,11.219087,1175.72168,0.902983,1302.041748
115.963127,11.290669,1183.297363,0.903762,1309.301392
115.712738,11.304514,1181.939941,0.903571,1308.076294
116.131233,11.534578,1211.566528,0.904475,1339.52478
115.748833,11.222736,1171.493408,0.90183,1299.018677
115.899818,11.182218,1170.663086,0.903278,1296.016968
116.079124,11.345391,1190.711182,0.904134,1316.963135
116.007103,11.394898,1194.64624,0.903742,1321.88916
116.029915,11.352315,1190.185669,0.903567,1317.20813
116.039879,11.231266,1177.577271,0.903553,1303.27478
115.980042,11.166646,1169.82019,0.903261,1295.108032
116.088112,11.250209,1180.153076,0.903629,1306.015503
116.238365,11.427363,1202.348877,0.90518,1328.298096
116.08889,11.280317,1182.855591,0.903274,1309.519531
115.852287,11.245203,1177.303223,0.903684,1302.782471
115.960754,11.293967,1182.384277,0.90282,1309.656982
115.675934,11.404682,1191.79834,0.903393,1319.247314
115.936836,11.185247,1173.339111,0.904808,1296.782227
116.257332,11.445573,1203.375488,0.904364,1330.631714
115.489952,17.375536,1964.513428,0.978977,2006.699829
115.461823,16.668612,1905.059082,0.989853,1924.588257
115.4533,16.441578,1877.62915,0.989145,1898.234375
115.499893,16.316267,1863.38147,0.988779,1884.5271
115.48288,16.148525,1843.388672,0.988477,1864.878174
114.891785,22.22477,2520.9104,0.987259,2553.443359
115.395065,16.704199,1902.564209,0.987021,1927.582153
115.47052,16.765291,1910.493408,0.986878,1935.896851
115.39045,16.884956,1923.339844,0.987157,1948.362671
115.203918,17.03072,1937.201904,0.987358,1962.005615
115.343185,17.263533,1966.579102,0.98762,1991.230835
115.782784,17.017977,1944.50769,0.986865,1970.388672
115.430267,16.987154,1935.667603,0.987167,1960.831787
115.276855,20.663786,2359.174561,0.990394,2382.056152
114.873306,20.491873,2331.467041,0.990441,2353.969238
114.800606,20.448988,2324.960449,0.990375,2347.556152
114.798538,20.434546,2322.892822,0.990211,2345.855957
115.001732,20.526798,2338.329102,0.990558,2360.617432
114.809883,20.505402,2331.447021,0.990326,2354.222656
114.874847,20.656803,2350.882324,0.990702,2372.947021
114.608719,20.667675,2345.842285,0.990352,2368.695801
115.060814,16.925293,1923.154175,0.98753,1947.437988
115.026321,17.013626,1932.79834,0.987626,1957.014771
115.109207,16.913414,1922.796265,0.987625,1946.889648
115.197403,16.864895,1918.331787,0.98741,1942.792114
115.030296,16.859566,1913.738647,0.986788,1939.36084
115.472672,14.375266,1571.848511,0.946925,1659.950317
116.162277,11.408629,1235.839966,0.932532,1325.252319
115.919479,11.494987,1243.733643,0.933389,1332.492798
115.810066,11.663157,1260.749878,0.933397,1350.71106
115.913177,11.500577,1243.320679,0.932676,1333.068359
116.248787,11.651644,1310.769775,0.967722,1354.489502
115.739876,11.620833,1301.450806,0.967626,1344.993774
116.058037,11.606135,1302.814209,0.967207,1346.985229
115.688332,11.838287,1324.363037,0.967005,1369.551758
115.811432,11.635129,1303.452515,0.967325,1347.480957
115.688515,11.641985,1302.731567,0.967248,1346.843994
115.96714,11.638174,1305.881836,0.967574,1349.645752
115.89489,11.518384,1291.573608,0.967528,1334.921875
115.807358,11.736319,1315.161743,0.967634,1359.1521
115.669914,11.68326,1306.696655,0.966919,1351.401733
115.96907,11.800306,1323.597168,0.967209,1368.470581
115.701462,11.681829,1307.487061,0.967359,1351.604736
115.52993,11.621181,1298.382324,0.96707,1342.594238
115.828392,11.841466,1326.168457,0.966892,1371.578003
116.21714,11.804252,1326.696655,0.967081,1371.856323
115.635246,11.857307,1323.721436,0.965429,1371.122681
115.57283,11.988849,1338.161743,0.965774,1385.585205
115.720238,12.014292,1343.075928,0.966035,1390.296753
115.727119,11.948875,1335.854004,0.966044,1382.80896
115.5159,11.920276,1329.28479,0.965362,1376.981323
115.886177,12.107146,1354.192993,0.965177,1403.050903
115.641365,12.10703,1351.013306,0.964959,1400.073486
115.417519,11.979308,1334.289917,0.965043,1382.62207
115.692902,11.699713,1307.50415,0.965964,1353.57373
115.396034,11.749283,1309.651978,0.965948,1355.820679
115.629807,11.829022,1320.677368,0.965557,1367.787598
115.234795,18.995285,2097.15332,0.958078,2188.917725
115.115547,18.071312,2040.89978,0.981065,2080.289063
115.009956,17.860662,2012.274658,0.979612,2054.154053
115.134727,17.66856,1991.157837,0.97881,2034.264893
115.313744,17.906635,2024.146606,0.980273,2064.881104
115.145317,17.19697,1948.590698,0.984062,1980.150513
115.156418,17.14378,1942.739868,0.984056,1974.216309
115.178413,17.382837,1970.93042,0.984418,2002.127563
114.808418,17.32571,1956.869629,0.983778,1989.137451
115.120277,17.297543,1959.530029,0.984047,1991.297852
114.956848,17.182564,1943.466675,0.983908,1975.253418
115.111107,17.237978,1952.223633,0.983844,1984.282715
115.258057,17.335331,1965.511353,0.983721,1998.036499
115.203217,17.259037,1956.422729,0.983969,1988.296631
115.085075,17.274103,1955.951416,0.983883,1987.991455
115.09465,17.372168,1966.547119,0.983547,1999.443604
115.052872,17.500315,1982.289307,0.984518,2013.461426
115.158218,17.489365,1982.413818,0.984295,2014.044067
115.004463,17.364471,1965.486816,0.984224,1996.991699
115.271805,17.463463,1980.609741,0.983887,2013.044922
115.337883,17.598902,1996.840942,0.983753,2029.820068
115.145615,17.560995,1989.618896,0.983951,2022.071533
115.240997,17.356539,1967.462036,0.98364,2000.184814
115.154091,17.417934,1973.055176,0.983701,2005.74646
115.502129,16.611353,1895.757935,0.98807,1918.646606
115.670868,16.546204,1891.460693,0.988269,1913.913696
115.757523,16.554403,1893.199463,0.987947,1916.296753
115.521004,16.479204,1880.46228,0.987796,1903.694214
116.142647,11.084774,1162.212646,0.902749,1287.415039
116.181213,11.117887,1168.47998,0.904614,1291.689697
116.264877,11.178886,1175.685547,0.904574,1299.711914
116.180275,11.239414,1182.583252,0.90564,1305.798218
115.9561,11.098152,1163.601929,0.904191,1286.898438
116.218201,11.203672,1177.200684,0.904099,1302.070679
115.881149,11.158946,1168.376587,0.903539,1293.11145
116.333481,11.33796,1193.371704,0.904766,1318.984375
116.25885,11.429929,1201.951538,0.904518,1328.830322
116.182457,11.571021,1217.052612,0.90531,1344.349609
115.948669,11.600161,1218.365112,0.905832,1345.023193
115.988869,11.362679,1193.025391,0.905217,1317.944214
116.296631,11.245193,1183.187378,0.904731,1307.778076
116.07386,11.128122,1167.952881,0.904209,1291.684082
116.136833,11.151803,1170.51062,0.903775,1295.135132
115.86544,11.1173,1163.737061,0.903445,1288.11084
115.974098,11.284672,1183.715942,0.904477,1308.729614
115.946831,11.177218,1171.023926,0.903594,1295.963013
115.895866,11.19067,1170.581055,0.902563,1296.952393
115.836304,11.288631,1182.67749,0.904441,1307.633301
115.929321,11.300433,1184.954834,0.90451,1310.051514
115.921738,11.15171,1169.062134,0.904339,1292.725586
115.794716,11.205992,1173.981934,0.904737,1297.594604
115.960976,11.210605,1175.257324,0.904049,1299.992676
115.844177,11.246727,1178.348633,0.904427,1302.867798
115.929298,11.303354,1184.200684,0.903701,1310.389893
116.001381,11.313956,1186.742554,0.90423,1312.43457
115.924973,11.443347,1198.569458,0.90351,1326.569702
115.833733,11.381546,1191.716187,0.903934,1318.366943
115.918289,11.161839,1169.530029,0.903907,1293.861206
115.814812,11.171487,1167.527466,0.902385,1293.823608
115.408813,17.041142,1947.168091,0.99007,1966.697876
115.388687,16.682774,1903.017822,0.988579,1925.003296
115.408737,16.496889,1881.748169,0.988373,1903.885132
115.445213,16.506189,1882.093994,0.987685,1905.560547
115.42041,16.472797,1879.543335,0.988559,1901.296997
115.24942,16.414555,1869.224121,0.988083,1891.767944
115.426727,16.481119,1880.577759,0.988549,1902.361694
115.340988,16.513401,1881.773438,0.987978,1904.671997
115.292221,16.632263,1894.928345,0.988192,1917.570557
115.296776,16.804518,1914.477051,0.988114,1937.506714
115.387375,16.877016,1925.456787,0.988735,1947.394531
115.625648,16.709702,1909.484863,0.98831,1932.070068
115.400414,16.645876,1898.597046,0.988368,1920.940918
115.447021,16.711149,1906.527344,0.988221,1929.252441
115.391243,16.62171,1895.515625,0.988277,1917.999756
115.476387,16.505436,1883.166382,0.988026,1905.988159
115.351639,16.605663,1892.675415,0.988089,1915.490479
115.299255,16.651527,1897.994507,0.988586,1919.908691
115.481102,16.634666,1898.609863,0.98835,1920.989624
115.260216,16.568434,1887.704346,0.988492,1909.681274
115.53035,16.552891,1890.080811,0.988349,1912.361206
115.303123,16.524271,1882.233398,0.987893,1905.300049
115.531746,16.788141,1917.023438,0.988379,1939.563232
115.414734,16.921198,1929.114624,0.987792,1952.955566
115.36998,16.883797,1925.695557,0.988609,1947.883301
115.493568,16.831226,1922.412476,0.988947,1943.898438
116.009865,11.371122,1193.072144,0.904416,1319.162354
115.943413,11.488458,1205.620605,0.905113,1332.010986
116.047676,11.518656,1208.758789,0.904277,1336.713257
115.944321,11.248568,1180.165161,0.904891,1304.20752
115.999245,11.143772,1167.779907,0.903387,1292.669189
116.094933,11.128323,1167.954956,0.904031,1291.941895
115.926643,11.111485,1163.62561,0.903354,1288.117065
116.338173,11.266484,1186.486206,0.905216,1310.722168
115.888588,11.352094,1189.747925,0.904354,1315.578125
115.785461,11.219043,1173.295532,0.903228,1299.002075
115.805176,11.138783,1163.606812,0.902071,1289.928711
115.699211,11.234209,1173.949219,0.903184,1299.789185
115.794258,11.219602,1173.586182,0.903339,1299.165405
115.874008,11.461313,1199.46167,0.903163,1328.068359
115.621056,11.382592,1188.775513,0.903279,1316.067383
116.106522,11.196744,1174.191406,0.903214,1300.015015
115.88356,11.269801,1180.429077,0.903861,1305.984619
115.778595,11.963032,1316.4104,0.950434,1385.062988
115.711807,11.742247,1289.446777,0.949018,1358.716553
115.984245,11.508402,1269.164063,0.950832,1334.793335
115.67923,11.415145,1254.557129,0.950066,1320.495117
115.54615,11.482782,1261.815918,0.951028,1326.79126
115.637817,11.425689,1255.41626,0.950179,1321.241699
115.6147,11.573669,1271.711182,0.950395,1338.086304
115.829887,11.547952,1271.840942,0.95084,1337.5979
115.878555,11.564641,1273.13501,0.950034,1340.093872
115.584312,11.349801,1247.026855,0.95058,1311.859009
115.827049,11.667259,1282.772949,0.949229,1351.384155
115.710464,11.582145,1272.201782,0.94928,1340.175293
115.416946,11.39809,1247.973145,0.948645,1315.532837
115.212189,17.409838,1979.729004,0.98699,2005.825562
115.339561,17.471045,1983.820313,0.984476,2015.102661
115.130646,17.982191,2030.211426,0.980636,2070.30127
115.144188,17.648363,1991.457397,0.979997,2032.106445
115.054443,17.674437,1992.976685,0.980061,2033.522461
115.006172,17.660494,1991.516357,0.980528,2031.065796
115.169052,17.753376,2005.773071,0.980991,2044.639526
115.266441,17.6905,1999.840576,0.980737,2039.120972
115.083961,17.658106,1991.217651,0.97985,2032.164795
114.973373,17.678791,1991.734741,0.9799,2032.59021
114.991638,17.850645,2013.234131,0.980786,2052.674805
115.356071,17.956814,2031.331055,0.980643,2071.42749
115.206612,17.865709,2018.598877,0.980737,2058.247803
115.675735,18.142143,2059.758789,0.981489,2098.605713
115.173775,17.992905,2033.358521,0.981203,2072.310791
115.203484,17.857399,2017.330811,0.980603,2057.234619
115.281044,17.724754,2002.780273,0.980156,2043.328125
115.541695,17.856474,2021.879761,0.979988,2063.167236
115.271774,17.757528,2004.882568,0.979453,2046.941772
115.256615,17.777731,2007.594482,0.979792,2049.000977
115.337784,17.757215,2005.159668,0.979045,2048.077881
115.231499,17.7666,2004.871094,0.979289,2047.271851
115.299126,18.011076,2035.811157,0.980329,2076.661377
